asin,title,author,cover_url,publish_date,found
1455599220,Law man,alexa riley,https://covers.openlibrary.org/b/id/12670210-M.jpg,2013,True
1455599247,Motorcycle Man,alexa riley,,2014,True
1455599255,Own the Wind,alexa riley,https://covers.openlibrary.org/b/id/12761267-M.jpg,2013,True
1455599271,Fire inside,alexa riley,https://covers.openlibrary.org/b/id/12869208-M.jpg,2014,True
1456527738,Sempre (Forever),J. M. Darhower,,2012,True
1461085977,Flat-out love,Jessica Park,https://covers.openlibrary.org/b/id/10246838-M.jpg,2011,True
146109111X,Thoughtless,S.C. Stephens,https://covers.openlibrary.org/b/id/10840832-M.jpg,"Apr 07, 2011",True
1462003907,,,,,False
1463695403,Significance,Shelly Crane,https://covers.openlibrary.org/b/id/12947059-M.jpg,2011,True
1466276983,Perfection,R.L. Mathewson,https://covers.openlibrary.org/b/id/11980400-M.jpg,"Sep 21, 2011",True
1467943207,Collision Course,S.C. Stephens,https://covers.openlibrary.org/b/id/9063489-M.jpg,"Apr 11, 2012",True
1467980757,The Billionaire Wins the Game,Melody Anne,,"Nov 23, 2011",True
1468112422,Chasing Nikki,Lacey Weatherford,,2012,True
1468161660,Slammed,Colleen Hoover,https://covers.openlibrary.org/b/id/12661471-M.jpg,2012,True
1468187953,The Tycoon's Revenge,Melody Anne,https://covers.openlibrary.org/b/id/10477206-M.jpg,"Jan 05, 2012",True
1469252317,Feral Sins,Suzanne Wright,https://covers.openlibrary.org/b/id/9036807-M.jpg,"Feb 19, 2013",True
1469905833,No More Wasted Time,Beverly Preston,https://covers.openlibrary.org/b/id/10473920-M.jpg,"Jan 14, 2012",True
1469982781,The Opportunist,Tarryn Fisher,https://covers.openlibrary.org/b/id/10715963-M.jpg,"May 27, 2012",True
1469982994,Effortless,S.C. Stephens,https://covers.openlibrary.org/b/id/13281810-M.jpg,"Feb 17, 2012",True
1469984016,The Boy Who Sneaks In My Bedroom Window,Kirsty Moseley,https://covers.openlibrary.org/b/id/10525117-M.jpg,"Apr 09, 2012",True
1470077892,Wait for me,Elisabeth Naughton,https://covers.openlibrary.org/b/id/10340070-M.jpg,2012,True
1470124327,Point of Retreat,Colleen Hoover,https://covers.openlibrary.org/b/id/13301516-M.jpg,"Feb 25, 2012",True
1471133524,Beautiful Oblivion,Jamie McGuire,,2014-07-01,True
1471133567,A Beautiful Wedding,Jamie McGuire,https://covers.openlibrary.org/b/id/9286978-M.jpg,"Dec 10, 2013",True
1472211243,Taken,Kelli Maine,https://covers.openlibrary.org/b/id/12927949-M.jpg,"Jul 04, 2013",True
147500544X,Honor Student,Teresa Mummert,,2012-04-02,True
1475102542,Predestined,Abbi Glines,,2012-03-26,True
1475156456,What I Didn't Say,Keary Taylor,,2012-04-30,True
1475181221,Almost,Anne Eliot,https://covers.openlibrary.org/b/id/8884624-M.jpg,2012,True
1475244207,Forever Mine,Elizabeth Reyes,https://covers.openlibrary.org/b/id/9065187-M.jpg,"May 24, 2012",True
1476712980,Walking disaster,Jamie McGuire,https://covers.openlibrary.org/b/id/10820897-M.jpg,2013,True
1476717516,The marriage trap,Jennifer Probst,https://covers.openlibrary.org/b/id/13175390-M.jpg,2012,True
1476717524,The Marriage Mistake Marriage to a Billionaire,Jennifer Probst,https://covers.openlibrary.org/b/id/7864679-M.jpg,2012,True
1476718202,Reckless,S. C. Stephens,https://covers.openlibrary.org/b/id/8378099-M.jpg,2013,True
1476718970,Love Unrehearsed,Tina Reber,https://covers.openlibrary.org/b/id/10783346-M.jpg,2013,True
1476725365,The marriage bargain,Jennifer Probst,https://covers.openlibrary.org/b/id/8090591-M.jpg,2012,True
147672721X,Being me,Lisa Renee Jones,,2013,True
1476727228,Revealing us,Lisa Renee Jones,https://covers.openlibrary.org/b/id/10227189-M.jpg,2013,True
1476730091,Beautiful bastard,Christina Lauren,https://covers.openlibrary.org/b/id/10348137-M.jpg,2013,True
1476730601,Just one night,Kyra Davis,https://covers.openlibrary.org/b/id/11660243-M.jpg,2013,True
1476730946,The sea of tranquility,Katja Millay,https://covers.openlibrary.org/b/id/10224329-M.jpg,2013,True
1476731535,Beautiful stranger,Christina Lauren,https://covers.openlibrary.org/b/id/14633068-M.jpg,28 May 2013,True
1476732027,White Trash Beautiful,Teresa Mummert,https://covers.openlibrary.org/b/id/11743881-M.jpg,2013,True
1476735247,Naked,Raine Miller,https://covers.openlibrary.org/b/id/14839768-M.jpg,2013,True
1476735271,All in,Raine Miller,https://covers.openlibrary.org/b/id/12831643-M.jpg,2013,True
1476735603,Eyes wide open,Raine Miller,https://covers.openlibrary.org/b/id/10280809-M.jpg,2013,True
1476740496,Four seconds to lose,K. A. Tucker,https://covers.openlibrary.org/b/id/14467857-M.jpg,2014,True
1476741182,Wallbanger,Alice Clayton,https://covers.openlibrary.org/b/id/12473090-M.jpg,13 Aug 2013,True
1476741255,Redhead plays her hand,Alice Clayton,https://covers.openlibrary.org/b/id/10346569-M.jpg,2013,True
147674355X,Hopeless,Colleen Hoover,https://covers.openlibrary.org/b/id/15204836-M.jpg,2013,True
1476744084,Devoured,Emily Snow,https://covers.openlibrary.org/b/id/10748130-M.jpg,2013,True
1476744106,Tidal,Emily Snow,https://covers.openlibrary.org/b/id/10240148-M.jpg,2013,True
1476744130,Consumed,Emily Snow,,2014,True
1476744904,The marriage merger,Jennifer Probst,https://covers.openlibrary.org/b/id/7990456-M.jpg,2013,True
1476744920,Searching for Someday,Jennifer Probst,,"Nov 26, 2013",True
1476746532,This girl,Colleen Hoover,https://covers.openlibrary.org/b/id/14328438-M.jpg,2013,True
1476751404,Beautiful Player,Christina Lauren,https://covers.openlibrary.org/b/id/7619826-M.jpg,2013,True
1476751803,Sweet filthy boy,Christina Lauren,https://covers.openlibrary.org/b/id/12536548-M.jpg,2014,True
1476752192,A Terrible Love,Marata Eros,https://covers.openlibrary.org/b/id/8173917-M.jpg,2013,True
1476753164,Maybe someday,Colleen Hoover,https://covers.openlibrary.org/b/id/12856715-M.jpg,2014,True
1476754144,Beautiful Bitch,Christina Lauren,https://covers.openlibrary.org/b/id/14633061-M.jpg,"Jul 09, 2013",True
1476755094,Beautiful Bombshell,Christina Lauren,https://covers.openlibrary.org/b/id/7663316-M.jpg,2013,True
1476755108,Beautiful Beginning,Christina Lauren,https://covers.openlibrary.org/b/id/14633062-M.jpg,"Nov 19, 2013",True
1476755590,Real,Katy Evans,https://covers.openlibrary.org/b/id/7382687-M.jpg,2013,True
1476755604,Mine,Katy Evans,https://covers.openlibrary.org/b/id/12992968-M.jpg,2013,True
1476756503,Twisted perfection,Abbi Glines,,2013,True
147675652X,Simple Perfection,Abbi Glines,https://covers.openlibrary.org/b/id/13224603-M.jpg,2013,True
1476756546,Take a Chance,Abbi Glines,https://covers.openlibrary.org/b/id/13226299-M.jpg,2013,True
1476759006,Loving Cara,Kristen Proby,https://covers.openlibrary.org/b/id/8333435-M.jpg,2014,True
1476759529,Red Hill,Jamie McGuire,https://covers.openlibrary.org/b/id/7270423-M.jpg,"October 1st, 2013",True
1476760772,Sempre Redemption,J. M. Darhower,https://covers.openlibrary.org/b/id/7469783-M.jpg,2014,True
1476761779,Tangled,Emma Chase,https://covers.openlibrary.org/b/id/12571131-M.jpg,2014,True
1476763526,Losing Hope,Colleen Hoover,https://covers.openlibrary.org/b/id/9326787-M.jpg,2013,True
1476763607,Tamed,Emma Chase,https://covers.openlibrary.org/b/id/13106642-M.jpg,2014,True
1476763623,Twisted,Emma Chase,https://covers.openlibrary.org/b/id/10229237-M.jpg,"Mar 25, 2014",True
1476764468,Remy,Katy Evans,https://covers.openlibrary.org/b/id/14349130-M.jpg,2013,True
1476764603,Working it,Kendall Ryan,,2014,True
147677594X,Rush too far,Abbi Glines,,2014,True
1476776016,Never too far,Abbi Glines,,2014,True
1476776040,Forever too far,Abbi Glines,,2014,True
1476783284,Finding Cinderella,Colleen Hoover,https://covers.openlibrary.org/b/id/8892868-M.jpg,2014,True
1477473971,Noah,Elizabeth Reyes,https://covers.openlibrary.org/b/id/12004338-M.jpg,"May 24, 2012",True
1477571086,Against the Wall,Julie Prestsater,,2012-06-02,True
1477661875,Seduction and Snacks,Tara Sivec,,2012-06-22,True
1477665412,Barely Breathing,Rebecca Donovan,,"Jun 29, 2012",True
1477694919,Perfect for You,Kate Perry,,2012,True
1477805028,The mighty storm,Samantha Towle,https://covers.openlibrary.org/b/id/12715316-M.jpg,2013,True
1477805052,Wethering the storm,Samantha Towle,,2013,True
1477808663,Game Changer,J. Sterling,,2013,True
1477808671,The perfect game,J. Sterling,,2012,True
1477817158,Left drowning,Jessica Park,https://covers.openlibrary.org/b/id/12959177-M.jpg,2013,True
1477817182,Out of breath,"Donovan, Rebecca (Novelist)",https://covers.openlibrary.org/b/id/9692277-M.jpg,2013,True
1477817484,Shame on you,Tara Sivec,https://covers.openlibrary.org/b/id/8992830-M.jpg,2014,True
1477817492,Off the record,K. A. Linde,https://covers.openlibrary.org/b/id/10792625-M.jpg,2014,True
1477817506,Beautifully damaged,L. A. Fiore,,2014,True
1477847103,Someone to love,Addison Moore,https://covers.openlibrary.org/b/id/8163436-M.jpg,2013,True
1478132744,Avoiding Commitment,K Linde,,2012,True
1478314605,Futures and Frosting,Tara Sivec,https://covers.openlibrary.org/b/id/9059662-M.jpg,"Sep 13, 2012",True
1479103780,Back to You,Priscilla Glenn,https://covers.openlibrary.org/b/id/10467165-M.jpg,"Oct 20, 2012",True
1479145211,Lengths,Steph Campbell,,2012,True
1479218685,Bouquet Toss,Melissa Brown,,2012,True
1479245712,Unravel Me,Kendall Ryan,https://covers.openlibrary.org/b/id/11735803-M.jpg,2012,True
1479318868,Make Me Yours,Kendall Ryan,,2012,True
1479327573,Beyond Shame,Kit Rocha,https://covers.openlibrary.org/b/id/10219711-M.jpg,"Sep 16, 2012",True
1479333573,I Love You to Death (Volume 1),Natalie Ward,,2012-09-28,True
1479359084,Sins & Needles,Karina Halle,https://covers.openlibrary.org/b/id/10873058-M.jpg,"Feb 01, 2013",True
1479372749,Disastrous,E. L. Montes,https://covers.openlibrary.org/b/id/12071140-M.jpg,"Nov 01, 2012",True
147937296X,Ten Days of Perfect,Andrea Randall,,2012-10-03,True
1479390046,Rock the Heart,Michelle Valentine,,"Nov 20, 2012",True
1479398772,Crush,Lacey Weatherford,,2012,True
1480008907,Fade,Kate Dawes,,2012-10-09,True
1480055549,Final Piece,Maggi Myers,,2012,True
1480074616,,,,,False
148008591X,Ivy Lessons,J. Lerman,,2012,True
1480089133,Always You,Kirsty Moseley,,"Nov 01, 2012",True
1480096954,Nobody's perfect,Kallypso Masters,https://covers.openlibrary.org/b/id/12798093-M.jpg,2013,True
1480114065,In the Band,Jean Haus,,2012,True
1480114480,Proposition,Katie Ashley,,2012,True
1480125717,Bound Together,Marie Coulson,,2012-11-26,True
1480132705,Where I Need to Be: (Club 24 #1) (Volume 1),Kimberly Knight,https://covers.openlibrary.org/b/id/15124715-M.jpg,2012-12-21,True
1480138320,Broken (This),J.B. McGee,,2012-11-25,True
1480141283,Fall from Grace,Christine Zolendz,,2012,True
1480170623,Saving Grace,Christine Zolendz,,2012,True
1480186120,Troubles and Treats,Tara Sivec,,2012-11-30,True
1480213985,Charade,Nyrae Dawn,https://covers.openlibrary.org/b/id/10738659-M.jpg,2012-11-15,True
1480225649,Fallen Crest High,Tijan,https://covers.openlibrary.org/b/id/14465209-M.jpg,2012-11-18,True
1480226300,Chasing Beautiful,Pamela Ann,,2012,True
148023365X,Letting Go,Jennifer Foor,,2012-11-14,True
1480264024,Raging Love,Jennifer Foor,,2012,True
1480276855,Come Away with Me,Kristen Proby,https://covers.openlibrary.org/b/id/14452731-M.jpg,2012-11-19,True
1480278807,"Lexi, Baby",Lynda LeeAnne,,2012,True
1480297275,Every Which Way,Calia Read,,2012,True
1480529699,,,,,False
1480536466,,,,,False
1480568503,,,,,False
1481004379,Accidentally on Purpose,L. D. Davis,,2013,True
1481025988,Miss Me Not,Tiffany King,,2012,True
1481042440,Hard to Love,Kendall Ryan,https://covers.openlibrary.org/b/id/14473487-M.jpg,2013-01-09,True
1481058134,Undeniable,Madeline Sheehan,https://covers.openlibrary.org/b/id/10661953-M.jpg,"Dec 20, 2012",True
1481060139,Painted Faces,L. H. Cosway,,2012,True
1481060953,Avoiding Responsibility,K.A. Linde,,2012-11-29,True
1481100920,Deeper We Fall,Chelsea Cameron,,2013-01-12,True
148111834X,Chasing Imperfection,Pamela Ann,https://covers.openlibrary.org/b/id/12810354-M.jpg,2013,True
1481152718,Nobody's Hero,Kallypso Masters,,2012-12-13,True
1481162527,A beautiful struggle,Lilliana Anderson,https://covers.openlibrary.org/b/id/12470782-M.jpg,2013,True
148117567X,Resisting Her,Kendall Ryan,,2013-04-15,True
148120811X,,,,,False
1481212079,This Beautiful Thing,Amanda Heath,,2013,True
1481258885,A Beautiful Lie,T. E. Sivec,,2013-01-02,True
1481268503,Sometimes Never,Cheryl McIntyre,,2012-12-20,True
1481280767,A Shade Of Vampire,Bella Forrest,https://covers.openlibrary.org/b/id/8426262-M.jpg,"Dec 17, 2012",True
1481406701,Sometimes It Lasts,Abbi Glines,https://covers.openlibrary.org/b/id/13226581-M.jpg,June 2014,True
1481802119,Scornfully Yours (Torn) (Volume 1),Pamela Ann,,2013-03-22,True
1481802224,Lily's Mistake,Pamela Ann,https://covers.openlibrary.org/b/id/14491104-M.jpg,2013-03-22,True
1481841009,Never Have I Ever,August Clearwing,,2013,True
1481866842,Beautiful Forever,Lilliana Anderson,,2013,True
148188607X,Tear,Rachel Van Dyken,https://covers.openlibrary.org/b/id/12474237-M.jpg,2012,True
148188669X,Rocked Under,Cora Hawkes,,2013,True
1481896857,Mid Life Love,Whitney G.,,2013,True
1481901907,Running on Empty,L. B. Simmons,,2013,True
1481909282,Escorted,Claire Kent,https://covers.openlibrary.org/b/id/10838357-M.jpg,"Jan 09, 2013",True
1481931628,Bent,H. B. Heinzer,,2013,True
1481936603,There Is No Light in Darkness,Claire Contreras,,2013,True
1481948997,Dirty Red,Tarryn Fisher,,2013,True
1481953214,Relentless,Cassia Leo,https://covers.openlibrary.org/b/id/10513702-M.jpg,"Feb 20, 2013",True
1481955306,Ruining Me,Nicole Reed,,2013,True
1481957597,Never Forget,Emma Hart,https://covers.openlibrary.org/b/id/10320889-M.jpg,"Feb 12, 2013",True
1481960741,The Proposal,Katie Ashley,,"Jan 18, 2013",True
1481962116,Ruining You,Nicole Reed,,2013,True
1481968890,Mending,J. B. McGee,,2012,True
1481976303,Wanting More,Jennifer Foor,,2013-01-15,True
1481984071,Phoenix Rockstar,Bec Botefuhr,https://covers.openlibrary.org/b/id/14506412-M.jpg,2013-01-14,True
1481987712,LUKE,Cassia Leo,,2013,True
1481988867,Emancipating Andie,Priscilla Glenn,,2013,True
1481999842,Scandalous,H. M. Ward,,2013,True
1482012294,Remember When,T. Torrest,,2013-03-06,True
1482015560,Deceived - Part 1 New York,Eve Carter,,2013-01-19,True
1482016931,Dark Light,S. L. Jennings,,2013,True
1482063557,Broken at love,Lyla Payne,https://covers.openlibrary.org/b/id/11797568-M.jpg,2013,True
1482084007,Close Up and Personal,JS Taylor,,"Jan 21, 2013",True
148230810X,Beg,C. D. Reiss,,2013,True
148231312X,Going under,S. Walden,https://covers.openlibrary.org/b/id/12163271-M.jpg,2013,True
1482318687,Checkmate,R.L. Mathewson,,"Jan 30, 2013",True
1482319055,True Love Story,Willow Aster,,2013,True
1482332574,Fight With Me,Kristen Proby,https://covers.openlibrary.org/b/id/10497766-M.jpg,"Feb 06, 2013",True
1482333139,Plastic Hearts,Lisa De Jong,,2013,True
148234873X,Beauty From Pain,Georgia Cates,https://covers.openlibrary.org/b/id/10837842-M.jpg,"Feb 26, 2013",True
1482524058,Fall Guy,Liz Reinhardt,https://covers.openlibrary.org/b/id/13071606-M.jpg,2013,True
1482524759,Tangled Beauty,K. L. Middleton,https://covers.openlibrary.org/b/id/11063864-M.jpg,"Feb 18, 2013",True
1482529858,Avoiding Intimacy,K. A. Linde,,2013,True
1482571145,Pull,Rachel Van Dyken,,2013,True
1482594129,Waiting for You,Shey Stahl,,2013,True
1482596709,Scandalous,H. M. Ward,,2013,True
148261376X,The arrangement,H. M. Ward,https://covers.openlibrary.org/b/id/12488538-M.jpg,2013,True
1482628961,The arrangement,H. M. Ward,https://covers.openlibrary.org/b/id/12815814-M.jpg,2013,True
1482632462,Fighting for Flight,J. B. Salsbury,,2013,True
1482640058,Battlescars,Sophie Monroe,,2013,True
1482652226,Shattered Promises,Jessica Sorensen,https://covers.openlibrary.org/b/id/10203490-M.jpg,"Feb 27, 2013",True
1482658143,A Different Blue,Amy Harmon,,"Mar 22, 2013",True
148265864X,After Math,Denise Grover Swank,https://covers.openlibrary.org/b/id/10637206-M.jpg,"Mar 10, 2013",True
1482680858,Bullet,Jade C. Jamison,,2013-03-09,True
1482687240,Demon at My Door,Michelle A. Valentine,,2013,True
1482692163,Belong To You,Vi Keeland,https://covers.openlibrary.org/b/id/10606488-M.jpg,"Apr 03, 2013",True
1482718529,Moving Forward,Erika Taylor,,2013,True
1482747634,Surrender Your Love,J. C. Reed,https://covers.openlibrary.org/b/id/7279189-M.jpg,March 11th 2013,True
1482767775,Wanted,Kimberly Knight,,2013-03-27,True
148276895X,Playing Patience,Tabatha Vargo,https://covers.openlibrary.org/b/id/11155465-M.jpg,"Apr 24, 2013",True
1482772973,Present perfect,Alison G. Bailey,https://covers.openlibrary.org/b/id/12718470-M.jpg,2013,True
1482776472,Translation of Love,Alice Montalvo-Tribue,,2013,True
1482791285,Breaking the Wrong,Calia Read,,2013,True
1482792621,Play with Me,Kristen Proby,,2013,True
1483901890,Dark Prince,S. L. Jennings,,2013,True
148390329X,The Love Game,Emma Hart,https://covers.openlibrary.org/b/id/10320895-M.jpg,"Apr 19, 2013",True
1483912647,Wide Awake,Shelly Crane,,2013,True
148391366X,Secrets,H. M. Ward,,2013,True
1483918432,Picture Perfect,Alessandra Thomas,,2013,True
1483918777,The Bet,Rachel Van Dyken,https://covers.openlibrary.org/b/id/8994531-M.jpg,2013-03-28,True
1483920607,Find You in the Dark,A. Meredith Walters,https://covers.openlibrary.org/b/id/10331991-M.jpg,2013-05-08,True
1483935906,Every Rose,Lynetta Halat,,2013,True
1483940993,Wreck Me,J. L. Mac,,2013,True
1483948978,Flat-Out Matt,Jessica Park,https://covers.openlibrary.org/b/id/14466903-M.jpg,2013-04-02,True
1483966763,Music of the heart,Katie Ashley,https://covers.openlibrary.org/b/id/12822827-M.jpg,2013,True
148398348X,Caught up in Us,Lauren Blakely,,2013,True
148398527X,Pieces of you,Cassia Leo,https://covers.openlibrary.org/b/id/8218770-M.jpg,2014,True
1483998819,,,,,False
1484013387,Rock the Band,Michelle A. Valentine,,2013,True
1484021959,Locked,Maya Cross,,"Oct 22, 2013",True
148403726X,For you,Mimi Strong,https://covers.openlibrary.org/b/id/12808800-M.jpg,2013,True
1484038487,On Every Street,Karina Halle,,2013-04-08,True
1484043596,Trying Not to Love You,Megan Smith,,2013,True
1484050371,No Attachments,Tiffany King,https://covers.openlibrary.org/b/id/11686779-M.jpg,2013,True
1484053699,Second Chance Boyfriend,Monica Murphy,https://covers.openlibrary.org/b/id/7770457-M.jpg,2013-04-05,True
1484055268,Trophy Husband,Lauren Blakely,,2013,True
1484068769,Because of You (Playing with Fire),T.E. Sivec,,2013-04-29,True
1484076168,Blasphemous,Pamela Ann,,2013,True
1484085906,Let Love In,Melissa Collins,,2013-05-16,True
148410630X,Where the Ivy Grows,S. Quinn,,2013,True
1484109724,Smitten,Lacey Weatherford,,2013,True
1484118782,In the Stillness,Andrea Randall,,2013-04-10,True
1484120906,Until I Break,M. Leighton,,2013,True
1484125460,Elite,Rachel Van Dyken,,2013,True
1484131622,Upside of Letting Go,Nacole Stayton,,2013,True
1484148037,Lost and Found,Nicole Williams,https://covers.openlibrary.org/b/id/10861299-M.jpg,"May 07, 2013",True
1484185064,Breathe into Me,Amanda Stone,,2013,True
1484802039,"Take Care, Sara",Lindy Zart,,2013,True
1484807944,Rock with me,Kristen Proby,https://covers.openlibrary.org/b/id/10802650-M.jpg,2013,True
1484813642,IVAN,Roxie Rivera,https://covers.openlibrary.org/b/id/10483323-M.jpg,2013,True
1484816064,Epilogue,C. J. Roberts,,2013-06-11,True
1484817095,Entice,Ella Frank,,2013,True
148482606X,Rock My Bed,Michelle A. Valentine,,2013-04-22,True
1484835263,Girl with guitar,Caisey Quinn,https://covers.openlibrary.org/b/id/12967247-M.jpg,2013,True
1484842812,Blind Attraction,Eden Summers,https://covers.openlibrary.org/b/id/11977575-M.jpg,"Apr 28, 2013",True
1484854152,The Berkeley Method,JS Taylor,,2013-03-19,True
148485828X,Don't Hate the Player... Hate the Game,Katie Ashley,,2013,True
1484861280,Restore Me,J. L. Mac,,2013,True
1484865510,Light in the Shadows (a Find You in the Dark Novel),A. Meredith Walters,,2013-05-15,True
1484889029,Beg Tease Submit - Sequence One,C. D. Reiss,,2013,True
1484890450,Forget Me Not,Sarah Daltry,,2013,True
1484909917,Last Boyfriend,J. S. Cooper,,2013,True
1484920066,Knight and Stay,Kitty French,,2013,True
1484920147,Knight and Play,Kitty French,https://covers.openlibrary.org/b/id/10541131-M.jpg,"Sep 26, 2013",True
1484924886,Because You're Mine,K. Langston,,2013,True
1484931963,Forever You,Sandi Lynn,,"Jun 04, 2013",True
1484966554,Chase,Chantal Fernando,,2013,True
1484967836,Saving Dallas,Kim Jones,,2013,True
1484968042,We Are Made of Stardust,Mimi Strong,,2013,True
1484972090,Safe Word,Teresa Mummert,,2013,True
1484988833,Forgiven,J. B. McGee,,2013,True
1484994566,Emerge,S.E.Hall,,2013,True
148950995X,Afflicted,Sophie Monroe,,2013,True
1489515607,That First Kiss,J. C. Valentine,,2013,True
1489515690,Breathless,Eve Carter,,2013,True
1489516948,Cautious,E L Montes,,2013-06-04,True
1489519106,Impact of You,Kendall Ryan,,2013,True
1489521534,Unbeautifully,Madeline Sheehan,,2013,True
1489528865,Skin Deep (Skin Deep #1),J.M. Stone,,2013-04-26,True
1489536213,Recovery,L.B. Simmons,,2013-06-12,True
148953993X,Watch over Me,Tara Sivec,,2013,True
1489553207,Unbreakable,Rebecca Shea,https://covers.openlibrary.org/b/id/12040308-M.jpg,"Jul 19, 2013",True
1489554408,Taming the Bachelor,M. J. Carnal,,2013,True
1489555293,Something great,Clarke Mr,https://covers.openlibrary.org/b/id/12712973-M.jpg,2013,True
148956621X,Inevitable,Angela Graham,https://covers.openlibrary.org/b/id/10866702-M.jpg,"May 25, 2013",True
1489570799,Love Plus One,Andrea Smith,,2013,True
1489578765,Private Message,Danielle Torella,,2013,True
1489591095,Beauty from surrender,Georgia Cates,https://covers.openlibrary.org/b/id/12686270-M.jpg,2013,True
1490310835,Sexy Berkeley,Dani Lovell,,2013,True
1490313281,Everything Changes,Shey Stahl,,2013,True
149031802X,Beautiful Broken Rules,Kimberly Lauren,,2013,True
149032495X,Made for You,Vi Keeland,,2013,True
149033274X,Conquer Your Love,J.C. Reed,https://covers.openlibrary.org/b/id/11381301-M.jpg,"Jun 11, 2013",True
149033730X,Before Now,Cheryl McIntyre,,2013,True
1490339973,Leo,Mia Sheridan,https://covers.openlibrary.org/b/id/12016029-M.jpg,2013-06-12,True
1490368574,Darkness Before Dawn,Claire Contreras,https://covers.openlibrary.org/b/id/11104325-M.jpg,"Jun 08, 2013",True
1490381716,Leo's Chance,Mia Sheridan,https://covers.openlibrary.org/b/id/12249919-M.jpg,2013,True
1490383395,Delayed Penalty,Shey Stahl,,2013,True
1490392602,Let Love Stay,Melissa Collins,,2013,True
1490401822,Surviving Raine,Shay Savage,https://covers.openlibrary.org/b/id/12373927-M.jpg,"Jun 20, 2013",True
149040399X,Promise Me,Barbie Bohrman,https://covers.openlibrary.org/b/id/10857051-M.jpg,"Jun 11, 2013",True
1490412727,Bad rep,A. Meredith Walters,https://covers.openlibrary.org/b/id/12994180-M.jpg,2013,True
1490417737,Scars and Songs,Christine Zolendz,,2013,True
1490418547,Stay with Me,Elyssa Patrick,,2013,True
149041925X,Picturing Perfect,Melissa Brown,,2013,True
1490424601,Love Love,Beth Michele,,2013,True
1490425071,Playing for Keeps,Emma Hart,https://covers.openlibrary.org/b/id/10320890-M.jpg,"Jun 13, 2013",True
1490425497,In a Heartbeat,Hilary Storm,,2013,True
149043013X,Pulse,Gail McHugh,https://covers.openlibrary.org/b/id/12899889-M.jpg,2013,True
1490436529,Killing Sarai,J. A. Redmerski,https://covers.openlibrary.org/b/id/11571096-M.jpg,2013,True
1490439838,Saltwater Kisses,Krista Lakes,https://covers.openlibrary.org/b/id/14514761-M.jpg,2013-06-22,True
1490449647,Light in the Wound,Christine Brae,,2013,True
1490471103,Forever Black,Sandi Lynn,https://covers.openlibrary.org/b/id/11105203-M.jpg,"Jun 20, 2013",True
1490487190,Wicked Games,Jill Myles,,2013,True
1490490639,Escape from Paradise,Gwendolyn Field,,2013,True
1490506853,Savor You,Emily Snow,,2013-07-18,True
1490515011,The Last Husband,J. S. Cooper,,2013-07-04,True
1490559175,Bully,Penelope Douglas,https://covers.openlibrary.org/b/id/15206308-M.jpg,2013,True
1490560432,,,,,False
1490568530,Unbroken,Melody Grace,https://covers.openlibrary.org/b/id/10318155-M.jpg,2013,True
1490572082,Underestimated,Jettie Woodruff,,2013,True
1490596801,Search Me,Katie Ashley,,2013,True
1490906134,Wake up Call,Victoria Ashley,,2013-08-08,True
1490916636,More Than This,Jay Mclean,,2013,True
1490922423,Mourning After,Adriane Leigh,,2013,True
1490940499,When You're Ready,J. Berg,,2013,True
1490943781,Love In Between,Sandi Lynn,https://covers.openlibrary.org/b/id/10409690-M.jpg,"Sep 05, 2013",True
1490943846,Forever Us,Sandi Lynn,https://covers.openlibrary.org/b/id/11105225-M.jpg,"Nov 26, 2013",True
1490946810,Axel,Harper Sloan,https://covers.openlibrary.org/b/id/13560319-M.jpg,2013-07-07,True
1490962050,So Much It Hurts,Melanie Dawn,,2013,True
149097136X,Good,S. Walden,https://covers.openlibrary.org/b/id/10872260-M.jpg,"Aug 26, 2013",True
1490974377,Rock My World,Michelle A. Valentine,,2013,True
1490984798,Living Again,L. Collins,,2013,True
149099792X,Playing with Her Heart,Lauren Blakely,,2013,True
1490997954,Undescribable,Shantel Tessier,https://covers.openlibrary.org/b/id/14631977-M.jpg,"July 22, 2013",True
1491001011,Fallen Crest Family,Tijan,https://covers.openlibrary.org/b/id/11980510-M.jpg,2013,True
1491002786,,,,,False
1491006919,Fear of falling,S. L. Jennings,https://covers.openlibrary.org/b/id/12834661-M.jpg,2013,True
1491008113,Conversion,S. C. Stephens,,2013,True
1491038357,Learning to Live,R. D. Cole,,2013,True
1491039701,Ruined,S. Pratt,,2013,True
1491040300,Perfecting Patience,Tabatha Vargo,,2013,True
1491052295,Starlight,Mimi Strong,,"Sep 02, 2013",True
149105476X,Spark,Brooke Cumberland,,2013-07-30,True
1491068116,Cake,Nicole Reed,,2013,True
1491072032,Bring me home,Cassia Leo,https://covers.openlibrary.org/b/id/8229554-M.jpg,2013,True
1491090561,Who He Is,S. Q. Williams,,2013,True
1491091673,Man of My Dreams,Faith Andrews,https://covers.openlibrary.org/b/id/14494161-M.jpg,2013-09-15,True
1491092440,Broken and Screwed,Tijan,https://covers.openlibrary.org/b/id/10839201-M.jpg,"Jul 26, 2013",True
1491095555,Anything Like Me,Kimberly Knight,,2013-07-22,True
1491208295,Thief,Tarryn Fisher,https://covers.openlibrary.org/b/id/14525177-M.jpg,2013,True
1491230592,Girl on tour,Caisey Quinn,https://covers.openlibrary.org/b/id/12956589-M.jpg,2013,True
1491232986,Easy to Love You,Megan Smith,,2013,True
1491253002,Unexpected Angel,Sloan Johnson,,2013,True
