asin,title,author,cover_url,publish_date,found
1491263849,Into the Deep,Samantha Young,,"Aug 08, 2013",True
1491269650,Beneath the Burn,Pam Godwin,https://covers.openlibrary.org/b/id/14294902-M.jpg,"Aug 02, 2013",True
1491272201,Keep Me Still,Caisey Quinn,https://covers.openlibrary.org/b/id/10938385-M.jpg,"Aug 01, 2013",True
1491274204,Ambrosia,Erin Noelle,https://covers.openlibrary.org/b/id/12877199-M.jpg,2013,True
1491276029,Blind Obsession,Ella Frank,,2013,True
1491291419,Pretty Little Things,Teresa Mummert,,2014,True
1491291699,,,,,False
1491296518,Price of a Kiss,Linda Kage,,2013,True
1492103748,Tears of Tess,Pepper Winters,https://covers.openlibrary.org/b/id/10522104-M.jpg,"Sep 01, 2013",True
1492108421,Love and Lists,Tara Sivec,,2013,True
1492110221,Untangle Me,Chelle Bliss,,2013,True
1492121169,Ruin,Rachel Van Dyken,https://covers.openlibrary.org/b/id/10104413-M.jpg,"Aug 11, 2013",True
149214889X,Freefall,Tess Oliver,,2013,True
1492164429,Craving Constellations,Nicole Jacquelyn,https://covers.openlibrary.org/b/id/10668493-M.jpg,"Sep 20, 2013",True
1492186775,Welcome to Sugartown,Carmen Jenner,https://covers.openlibrary.org/b/id/12474752-M.jpg,2013,True
1492192112,Touch Me,T. H. Snyder,,2013,True
1492206083,Everything I've Never Had,Lynetta Halat,,2013,True
1492254398,Mine To Take,Cynthia Eden,https://covers.openlibrary.org/b/id/10606603-M.jpg,"Sep 09, 2013",True
1492259667,Mirage,Ashley Suzanne,https://covers.openlibrary.org/b/id/12474153-M.jpg,2013,True
1492265225,Hell's Knights,Bella Jewel,https://covers.openlibrary.org/b/id/12374719-M.jpg,"Aug 19, 2013",True
1492286966,"Smart, Sexy and Secretive",Tammy Falkner,https://covers.openlibrary.org/b/id/14657336-M.jpg,2013,True
1492293296,Shattered Ties,K.A. Robinson,,2013-11-05,True
1492301205,Cherry Girl,Raine Miller,,2013-12-25,True
1492305413,Quintessentially Q,Pepper Winters,https://covers.openlibrary.org/b/id/9427251-M.jpg,"Dec 11, 2013",True
1492306509,Tattered Love,Lola Stark,,2013,True
1492323039,Broken and Screwed 2,Tijan,,2013,True
1492338141,Crazy Beautiful Love,J. S. Cooper,,2013,True
1492343846,Alluring Turmoil,Skye Turner,,2013,True
1492350915,Beautifully Awake,Riley Mackenzie,,2013,True
1492351024,Don't Let Go,Michelle Lynn,,2013,True
1492353558,Finders Keepers,Nicole Williams,https://covers.openlibrary.org/b/id/13769867-M.jpg,"Sep 17, 2013",True
149236522X,Worth the Fight,Vi Keeland,,2013,True
1492371289,Consumed,Skyla Madi,,2013,True
1492375675,Cage,Harper Sloan,,2013,True
1492706671,Starfire,Mimi Strong,,2013,True
1492707619,Trust Me,Melanie Walker,,2013,True
149271397X,Finding You,S. Hartley,,2013,True
1492740357,Until November,Aurora Rose Reynolds,https://covers.openlibrary.org/b/id/11117922-M.jpg,"Sep 15, 2013",True
1492760994,Irreplaceable,Angela Graham,,2013,True
1492764167,Safe with me,Kristen Proby,https://covers.openlibrary.org/b/id/11397668-M.jpg,2013,True
1492767891,Unteachable,Elliot Wake,https://covers.openlibrary.org/b/id/12961593-M.jpg,2013,True
1492769339,Moore to Lose,Julie Richman,,2013,True
1492784184,When It Rains,Lisa De Jong,https://covers.openlibrary.org/b/id/12392070-M.jpg,"Oct 10, 2013",True
1492784370,Conflicted (Battlescars III),Sophie Monroe,,2013,True
1492787701,Nothing Left to Lose,Kirsty Moseley,https://covers.openlibrary.org/b/id/11506284-M.jpg,"Nov 05, 2013",True
1492788678,Reckless,Skye Jordan,https://covers.openlibrary.org/b/id/11202680-M.jpg,"Aug 23, 2013",True
1492793639,Lockout (The Alpha Group Trilogy #2),Maya Cross,,2013-09-22,True
1492805831,Rocker That Loves Me,Terri Anne Browning,,2013,True
149280584X,Under the Mistletoe with Me,Kristen Proby,,2012,True
1492809438,Unlocked (the Alpha Group Trilogy #3),Maya Cross,,2013,True
1492812080,Stinger,Mia Sheridan,https://covers.openlibrary.org/b/id/13939440-M.jpg,2013,True
1492827436,Fighting to Forgive,J. B. Salsbury,,2013,True
1492828211,Heaven's Sinners,Bella Jewel,,2013,True
1492884685,The Thrill of It,Lauren Blakely,https://covers.openlibrary.org/b/id/10848185-M.jpg,"Nov 21, 2013",True
1492886181,Treasure your love,J. C. Reed,https://covers.openlibrary.org/b/id/11701553-M.jpg,2013,True
1492888095,,,,,False
1492893900,Sweet Surrendering,Chelsea M. Cameron,,2013-10-11,True
1492904260,Maybe This Time,Chantal Fernando,,2013,True
1492908495,Carter Reed,Tijan,,2013,True
1492940003,The sweetest game,J. Sterling,https://covers.openlibrary.org/b/id/13906905-M.jpg,2013,True
1492955949,Hers,Dawn Robertson,,2013,True
1492973327,Long After,Cheryl McIntyre,https://covers.openlibrary.org/b/id/7279895-M.jpg,October 14th 2013,True
1492976423,Making Faces,Amy Harmon,,"Oct 20, 2013",True
149298079X,Sweet Home,Tillie Cole,https://covers.openlibrary.org/b/id/12393676-M.jpg,"Oct 13, 2013",True
1492998214,Abandon,Cassia Leo,,2014,True
1493511459,Beat of the Heart,Katie Ashley,,2013,True
1493530682,Coming home,Priscilla Glenn,https://covers.openlibrary.org/b/id/12735048-M.jpg,2013,True
1493539493,Running in Place,L. B. Simmons,,2013,True
149353985X,Sing,Cd Reiss,,2013,True
1493584154,Fraternizing,C. Brown,,2013,True
1493625489,The Boss,Abigail Barnette,https://covers.openlibrary.org/b/id/10868753-M.jpg,"Nov 03, 2013",True
1493626655,Fallen Crest Public,Tijan,,2013,True
1493632639,Seize Me,Crystal Spears,,2013,True
1493632876,Rock the Beat,Michelle A. Valentine,,2013,True
1493643274,Until Trevor,Aurora Rose Reynolds,https://covers.openlibrary.org/b/id/13004487-M.jpg,2013,True
1493649779,Room for You,Beth Ehemann,https://covers.openlibrary.org/b/id/13113711-M.jpg,2013,True
1493659472,Withstanding Me,Crystal Spears,,2013,True
1493671898,Marked : Part I,J. M. Sevilla,,2013,True
1493673580,Better,S. Walden,,2013,True
1493752650,Trouble,Samantha Towle,https://covers.openlibrary.org/b/id/8470897-M.jpg,"Nov 17, 2013",True
1493763121,Sex Love Repeat,Alessandra Torre,,2013,True
1493768824,Black box,Cassia Leo,https://covers.openlibrary.org/b/id/12545006-M.jpg,2013,True
1493773445,Hard to Love You,Megan Smith,,2013,True
1493788868,Try,Ella Frank,https://covers.openlibrary.org/b/id/10363031-M.jpg,"Nov 09, 2013",True
1494204339,Catch Me,Claire Contreras,,2013,True
149421590X,,,,,False
1494226405,,,,,False
149423355X,,,,,False
1494244381,Wrecked,Priscilla West,,2013-12-11,True
1494282011,Jake Undone,Penelope Ward,https://covers.openlibrary.org/b/id/11982621-M.jpg,"Oct 20, 2013",True
1494286084,Tainted,K. A. Robinson,https://covers.openlibrary.org/b/id/10811768-M.jpg,2014,True
1494289105,,,,,False
149429169X,Gemini,Penelope Ward,https://covers.openlibrary.org/b/id/12596848-M.jpg,"May 23, 2013",True
1494297523,Reviving Izabel,J. A. Redmerski,,2013,True
1494374560,Vip,M. Robinson,,2013,True
1494376644,Being Julia,Sandi Lynn,https://covers.openlibrary.org/b/id/11122515-M.jpg,"Dec 17, 2013",True
1494407752,Bound,Brenda Rothert,https://covers.openlibrary.org/b/id/12392975-M.jpg,"Dec 08, 2013",True
1494443252,When I Break,Kendall Ryan,,2014-02-18,True
149446747X,Seeing Stars,J. Sterling,https://covers.openlibrary.org/b/id/9008953-M.jpg,"Mar 13, 2014",True
1494469170,One to Hold,Tia Louise,https://covers.openlibrary.org/b/id/9033565-M.jpg,"Oct 08, 2013",True
1494482320,Alluring Seduction,Skye Turner,,2013,True
1494488558,,,,,False
1494714361,Two to Tango,Mimi Strong,https://covers.openlibrary.org/b/id/9007472-M.jpg,"Jan 17, 2014",True
1494722631,,,,,False
1494724693,Until Lilly,Aurora Rose Reynolds,,2014,True
149473592X,Beck,Harper Sloan,https://covers.openlibrary.org/b/id/13831757-M.jpg,2013-12-27,True
1494751534,Rare and Precious Things,Raine Miller,,2014-02-28,True
1494755610,Too Consumed,Skyla Madi,https://covers.openlibrary.org/b/id/9007269-M.jpg,"Jan 06, 2014",True
1494774305,Forever Ours,Cassia Leo,,2014,True
1494783827,Lucky Number Four,Amanda Jason,,2014,True
1494794357,Changing His Game,Justine Elvira,,2014,True
1494807017,Never Been Ready,J. Berg,,2014,True
149484172X,Ravage Me (Ravage MC #1),Ryan Michele,,2014,True
1494851636,Passion and ponies,Tara Sivec,https://covers.openlibrary.org/b/id/12842395-M.jpg,2014,True
1494852039,Lie Next To Me,Sandi Lynn,https://covers.openlibrary.org/b/id/10607070-M.jpg,"Feb 17, 2014",True
1494875713,Conflicted Love,Lola Stark,https://covers.openlibrary.org/b/id/11965100-M.jpg,2013,True
1494931451,Worth the Chance,Vi Keeland,,2014,True
1494937115,Keep Me,Faith Andrews,,2014-01-07,True
1494957612,Fierce,Clarissa Wild,https://covers.openlibrary.org/b/id/14632259-M.jpg,"January 25, 2014",True
1494962772,Undone,Rebecca Shea,https://covers.openlibrary.org/b/id/11394146-M.jpg,2014,True
149499738X,Every Second With You,Lauren Blakely,https://covers.openlibrary.org/b/id/10857358-M.jpg,"Feb 10, 2014",True
1495200388,All the Pretty Poses,M. Leighton,https://covers.openlibrary.org/b/id/10289626-M.jpg,"Jan 13, 2014",True
1495269655,Twisted ties,K. A. Robinson,https://covers.openlibrary.org/b/id/10981856-M.jpg,2014,True
1495281078,,,,,False
1495300978,Unravel,Calia Read,https://covers.openlibrary.org/b/id/12668805-M.jpg,2014,True
1495307352,Raw,Belle Aurora,https://covers.openlibrary.org/b/id/14590759-M.jpg,2014,True
1495327515,Fighting Temptation,K. C. Lynn,https://covers.openlibrary.org/b/id/10503051-M.jpg,"Jan 19, 2014",True
1495340600,More than him,Jay McLean,https://covers.openlibrary.org/b/id/12655011-M.jpg,2014,True
1495356744,Changing Course,Aly Martinez,,2014-01-26,True
1495373959,Sweet Rome,Tillie Cole,https://covers.openlibrary.org/b/id/12393674-M.jpg,"Jan 28, 2014",True
149539090X,Archer's Voice,Mia Sheridan,https://covers.openlibrary.org/b/id/15099842-M.jpg,2014-01-25,True
1495416046,Transcendence,Shay Savage,https://covers.openlibrary.org/b/id/13240019-M.jpg,2014,True
149542118X,Therapy,Kathryn Perez,https://covers.openlibrary.org/b/id/12754834-M.jpg,2015,True
1495423786,Carnage,Lesley Jones,,2014,True
1495459225,Seven Sons (Gypsy Brothers) (Volume 1),Lili Saint Germain,,2014-01-05,True
1495472418,Interview with a master,Jason Luke,,2014,True
1495480534,Revenge,J J Knight,https://covers.openlibrary.org/b/id/9008060-M.jpg,"Feb 10, 2014",True
1495498530,Tattooed Dots,Kimberly Knight,https://covers.openlibrary.org/b/id/9008476-M.jpg,"Feb 13, 2014",True
1495912183,Moore Than Forever,Julie Richman,,2014,True
1495925927,This Regret,Victoria Ashley,,2014,True
1495927857,Deviant,Callie Hart,https://covers.openlibrary.org/b/id/11520339-M.jpg,"Feb 12, 2014",True
149594123X,Front & center,A. M. Madden,https://covers.openlibrary.org/b/id/12827070-M.jpg,2014,True
1495960234,The Ex Games,J. S. Cooper,https://covers.openlibrary.org/b/id/15095196-M.jpg,2014,True
1495960390,The Ex Games,J. S. Cooper,https://covers.openlibrary.org/b/id/10753535-M.jpg,2014,True
1495979237,Consequences of Deception,Ella Fox,,2014,True
149600082X,Rescued,Priscilla West,https://covers.openlibrary.org/b/id/12876135-M.jpg,2014,True
149600938X,Pairing,Katie Ashley,,2014-02-23,True
1496010299,Music of the Soul,Katie Ashley,https://covers.openlibrary.org/b/id/10427011-M.jpg,"Dec 30, 2013",True
1496015703,Craving Redemption,Nicole Jacquelyn,,2014,True
1496026063,Tied With Me,Kristen Proby,https://covers.openlibrary.org/b/id/7274843-M.jpg,March 18th 2014,True
1496088018,Deliver,Pam Godwin,https://covers.openlibrary.org/b/id/10452273-M.jpg,"Feb 26, 2014",True
149610692X,Spin,CD Reiss,https://covers.openlibrary.org/b/id/13116748-M.jpg,"Mar 12, 2014",True
1496109686,When I Surrender,Kendall Ryan,,2014,True
1496116151,Enjoy Your Stay,Carmen Jenner,https://covers.openlibrary.org/b/id/11481096-M.jpg,2014,True
1496129628,Frenched,Melanie Harlow,https://covers.openlibrary.org/b/id/10191637-M.jpg,"Mar 24, 2014",True
1496135393,Broken Wings,Erika Ashby,,2014,True
1496145437,Uncaged,Harper Sloan,https://covers.openlibrary.org/b/id/14528499-M.jpg,2014-03-07,True
1496146239,Destroyed,Pepper Winters,https://covers.openlibrary.org/b/id/10672270-M.jpg,"Mar 04, 2014",True
1496177029,Private Club,J. S. Cooper,,2014,True
149617707X,Beauty from Love,Georgia Cates,,2014,True
1497382742,Fighting to Forget,J. B. Salsbury,,2014,True
1497383730,,,,,False
1497394333,Strings of the heart,Katie Ashley,https://covers.openlibrary.org/b/id/13026825-M.jpg,2014,True
1497435900,KNOX,Cassia Leo,https://covers.openlibrary.org/b/id/11392891-M.jpg,2014,True
149744814X,Out of the Shallows,Samantha Young,,"Apr 02, 2014",True
1497454999,"Love, in English",Karina Halle,https://covers.openlibrary.org/b/id/13174454-M.jpg,2014-04-20,True
1497455049,Mud Vein,Tarryn Fisher,https://covers.openlibrary.org/b/id/10715966-M.jpg,"Mar 08, 2014",True
149745901X,Room for more,Beth Ehemann,https://covers.openlibrary.org/b/id/10802887-M.jpg,2014,True
1497497132,Throttle Me,Chelle Bliss,,2014,True
1497572207,Night after Night,Lauren Blakely,https://covers.openlibrary.org/b/id/10918046-M.jpg,2014-04-12,True
1497572320,After This Night,Lauren Blakely,https://covers.openlibrary.org/b/id/14627405-M.jpg,2014-05-12,True
1497585368,Monster in His Eyes,J.M. Darhower,https://covers.openlibrary.org/b/id/14809938-M.jpg,"Apr 27, 2014",True
1499108826,Beautiful Ink,Nicole Reed,https://covers.openlibrary.org/b/id/9006533-M.jpg,"Apr 09, 2014",True
1499113129,Against All Odds,Angie McKeon,,2014,True
1499142978,Bender,Stacy Borel,https://covers.openlibrary.org/b/id/8993599-M.jpg,"Apr 18, 2014",True
1499190433,Phenomenal X,Michelle A. Valentine,https://covers.openlibrary.org/b/id/7291063-M.jpg,April 19th 2014,True
1499195303,,,,,False
1499198825,Gorgeous Chaos,T. K. Leigh,,2014,True
1499290942,The Resurrection of Aubrey Miller,L.B. Simmons,,2014-05-08,True
1499291019,"It Ain't Me, Babe",Tillie Cole,https://covers.openlibrary.org/b/id/10451819-M.jpg,"Apr 27, 2014",True
1499324855,Taming the Storm,Samantha Towle,https://covers.openlibrary.org/b/id/10318325-M.jpg,"Jul 01, 2014",True
149934306X,Entice,Rachel Van Dyken,https://covers.openlibrary.org/b/id/12496779-M.jpg,"May 05, 2014",True
1499382642,Perfectly Damaged,E L Montes,,2014-05-14,True
149958492X,Bend,K. Bromberg,,2014,True
1499646704,Flat-out Celeste,Jessica Park,https://covers.openlibrary.org/b/id/12802080-M.jpg,2014,True
1499679106,Beloved,Corinne Michaels,https://covers.openlibrary.org/b/id/8992344-M.jpg,"May 30, 2014",True
1499707975,Scoring Wilder,R. S Grey,https://covers.openlibrary.org/b/id/10107896-M.jpg,"Jun 26, 2014",True
1499752822,Twisted Together,Pepper Winters,https://covers.openlibrary.org/b/id/10841092-M.jpg,"Jun 01, 2014",True
1499764529,My Skylar,Penelope Ward,https://covers.openlibrary.org/b/id/12553030-M.jpg,"Jun 02, 2014",True
149979178X,Burned,Tara Sivec,https://covers.openlibrary.org/b/id/12587926-M.jpg,"Jun 05, 2014",True
1500167886,,,,,False
1500196169,Dirty Angels,Karina Halle,https://covers.openlibrary.org/b/id/10473785-M.jpg,"Jun 14, 2014",True
1500260290,Cooper,Harper Sloan,,2014,True
1500417483,Rhett,J. S. Cooper,,2014,True
1605045535,Unleashed,Cherrie Lynn,https://covers.openlibrary.org/b/id/10491982-M.jpg,"Feb 02, 2010",True
1609280806,Rock Me,Cherrie Lynn,https://covers.openlibrary.org/b/id/11009988-M.jpg,2011,True
1612186009,Crazy Little Thing,Tracy Brogan,https://covers.openlibrary.org/b/id/9073894-M.jpg,2012,True
1617980218,Existence,Abbi Glines,,2012-04-10,True
1619215020,Leave Me Breathless,Cherrie Lynn,,2013,True
1620151731,The Dark Light of Day,T.M. Frazier,https://covers.openlibrary.org/b/id/8936146-M.jpg,"Sep 16, 2013",True
1620610078,Obsidian,Jennifer L. Armentrout,https://covers.openlibrary.org/b/id/13133752-M.jpg,2012,True
1620610094,Opal,Jennifer L. Armentrout,https://covers.openlibrary.org/b/id/13133710-M.jpg,2012,True
1620610116,Onyx,Jennifer L. Armentrout,https://covers.openlibrary.org/b/id/14417082-M.jpg,2012,True
1620612461,Extreme Love,Abby Niles,https://covers.openlibrary.org/b/id/9384739-M.jpg,"Apr 30, 2013",True
1620612917,Seducing Cinderella,Gina L. Maxwell,https://covers.openlibrary.org/b/id/10247720-M.jpg,"Feb 26, 2013",True
1620612925,"Wrong Bed, Right Guy",Katee Robert,https://covers.openlibrary.org/b/id/13869562-M.jpg,2013,True
1622660005,,,,,False
1622660757,Origin,Jennifer L. Armentrout,,2013,True
1622668030,One Night With a Hero,Laura Kaye,https://covers.openlibrary.org/b/id/9908420-M.jpg,"Nov 13, 2012",True
1623420687,,,,,False
1623420768,Return to Poughkeepsie,Debra Anastasia,https://covers.openlibrary.org/b/id/8938515-M.jpg,"Dec 31, 2013",True
162878007X,Rock Bottom,R. K. Lilley,,2013,True
1628780096,,,,,False
1630350044,,,,,False
1630350060,The Proposition 1,H.M. Ward,https://covers.openlibrary.org/b/id/14509804-M.jpg,"Dec 02, 2013",True
1630350087,The arrangement,H. M. Ward,https://covers.openlibrary.org/b/id/10730558-M.jpg,2013,True
1630350095,,,,,False
1630350125,Proposition,H.M. Ward,,2014-01-08,True
1630350168,The arrangement,H. M. Ward,https://covers.openlibrary.org/b/id/12487666-M.jpg,2014,True
1630350184,The wedding contract,H. M. Ward,https://covers.openlibrary.org/b/id/10994511-M.jpg,2014,True
1630350192,The arrangement,H. M. Ward,https://covers.openlibrary.org/b/id/10344424-M.jpg,2014,True
1630350222,The proposition,H. M. Ward,https://covers.openlibrary.org/b/id/12734410-M.jpg,2014,True
1630350273,The Arrangement 15 (The Ferro Family) (Volume 14),H.M. Ward,,2014-06-16,True
1631420038,Twist Me,Anna Zaires,https://covers.openlibrary.org/b/id/15117745-M.jpg,"Jan 15, 2014",True
1633500004,Breathe with me,Kristen Proby,https://covers.openlibrary.org/b/id/12938632-M.jpg,2014,True
1936305062,,,,,False
1936305380,The redhead revealed,Alice Clayton,https://covers.openlibrary.org/b/id/14633021-M.jpg,05 Nov 2013,True
1936305941,Poughkeepsie,Debra Anastasia,,2011,True
1936413213,Tragic,J. A. Huss,,2013,True
1936413272,Manic,J. A. Huss,https://covers.openlibrary.org/b/id/12195978-M.jpg,2013,True
1936413310,Panic,J. A. Huss,,2013,True
1936413353,Taut,J. A. Huss,,2014,True
1937698971,The Future of Our Past,Kahlen Ames,https://covers.openlibrary.org/b/id/10874043-M.jpg,"Aug 30, 2016",True
193815018X,Forever Innocent,Deanna Roy,https://covers.openlibrary.org/b/id/10281850-M.jpg,2013-09-25,True
1938404009,Pulled,A. L. Jackson,https://covers.openlibrary.org/b/id/9066960-M.jpg,"Apr 04, 2012",True
1938404017,,,,,False
1938404270,When We Collide,A. L. Jackson,,2012,True
1938404610,Lost to You,A.L. Jackson,https://covers.openlibrary.org/b/id/9005350-M.jpg,"Jan 03, 2014",True
1938404726,,,,,False
1938623428,,,,,False
1938623452,,,,,False
1938623495,,,,,False
1938623533,"Losing Me, Finding You",C. M. Stunich,,2012,True
1938623541,Real Ugly,C. M. Stunich,https://covers.openlibrary.org/b/id/13779842-M.jpg,2013,True
1938623614,,,,,False
1938701062,Don't Forget to Remember Me,Kahlen Ames,https://covers.openlibrary.org/b/id/8916122-M.jpg,"Aug 30, 2016",True
193885733X,,,,,False
1939276136,Sinners at the Altar,Olivia Cunning,https://covers.openlibrary.org/b/id/7274595-M.jpg,March 11th 2014,True
1939392756,Frigid,J. Lynn,https://covers.openlibrary.org/b/id/13133810-M.jpg,2013,True
1939455073,Shine Not Burn,Elle Casey,https://covers.openlibrary.org/b/id/9033149-M.jpg,"Jul 03, 2013",True
1939786002,Infatuation,Nicole Edwards,,2013,True
1939786053,Captivated,Nicole Edwards,,2013,True
193978607X,Zane,Nicole Edwards,,2013,True
1939786096,Devotion,Nicole Edwards,https://covers.openlibrary.org/b/id/14458213-M.jpg,2013,True
1939786118,Travis,Nicole Edwards,https://covers.openlibrary.org/b/id/14527200-M.jpg,2013,True
1939786134,Chasing Dreams,Nicole Edwards,,2013,True
1939786150,Holidays with the Walker Brothers,Nicole Edwards,,2013,True
1939786177,Ethan,Nicole Edwards,,2014,True
1939786193,Perception,Nicole Edwards,https://covers.openlibrary.org/b/id/14505836-M.jpg,2014,True
1939786215,Entrusted,Nicole Edwards,https://covers.openlibrary.org/b/id/11986848-M.jpg,2014,True
1939927196,Love Like This,Kahlen Aymes,,2016-08-30,True
1939962315,The Billionaire's Obsession ~ Simon,J. S. Scott,,2013-04-23,True
1939962323,Heart of the Billionaire,J. S. Scott,,2013-04-27,True
1940448018,Near & Far,Nicole Williams,,"Jul 29, 2013",True
1940652073,What's Left of Me,Amanda Maxlyn,https://covers.openlibrary.org/b/id/12374240-M.jpg,2013-12-09,True
1940745322,Angel after Dark,Kahlen Aymes,,2016-08-29,True
1940832004,Fall to You,Lexi Ryan,https://covers.openlibrary.org/b/id/10511778-M.jpg,"May 29, 2014",True
1940832977,Lost In Me,Lexi Ryan,https://covers.openlibrary.org/b/id/10511828-M.jpg,"Apr 05, 2014",True
1940883121,On The Rocks,Sawyer Bennett,,"Feb 17, 2014",True
1940883148,Make It A Double,Sawyer Bennett,,"Apr 17, 2014",True
1940883172,Confessions of a Litigation God,Sawyer Bennett,https://covers.openlibrary.org/b/id/10834027-M.jpg,"May 08, 2014",True
1940941423,End of the Innocence,Alessandra Torre,,2013,True
1941098010,Forever & Always,Jasinda Wilder,https://covers.openlibrary.org/b/id/11980421-M.jpg,"Dec 18, 2013",True
1941098037,After Forever : The Ever Trilogy,Jasinda Wilder,https://covers.openlibrary.org/b/id/12371138-M.jpg,"Dec 20, 2013",True
1941098053,,,,,False
1941098096,Falling Under,Jasinda Wilder,https://covers.openlibrary.org/b/id/7279028-M.jpg,March 11th 2014,True
1941098126,Alpha,Jasinda Wilder,https://covers.openlibrary.org/b/id/10092651-M.jpg,"Apr 29, 2014",True
1941450008,,,,,False
B004S81POK,,,,,False
B004Z1GHG6,,,,,False
B005AU8KM0,,,,,False
B005IMCYVI,,,,,False
B005IYEWHA,,,,,False
B005YKC770,,,,,False
B006R6JVH4,,,,,False
B006XRM3PY,,,,,False
B007KYH3P4,,,,,False
B008AXX9CK,,,,,False
B008ETBJ5E,,,,,False
B008O0QUU2,,,,,False
B008P4LJG2,,,,,False
B009CE4TG6,,,,,False
B009FHSYSY,,,,,False
B009TU9M06,,,,,False
B009YLRDQK,,,,,False
B00A6NG154,,,,,False
B00AIBQ6P4,,,,,False
B00AIF3QD0,,,,,False
B00AKH5X4G,,,,,False
B00AMUZS3W,,,,,False
B00AND5YIM,,,,,False
B00APSWJM4,,,,,False
B00AQU7FTS,,,,,False
B00AYIDVLS,,,,,False
B00B3KPBSW,,,,,False
B00B4Y2UHW,,,,,False
B00B5XDXPA,,,,,False
B00B6LRUOG,,,,,False
B00B73H3K4,,,,,False
B00BANV988,,,,,False
B00BD2PT8M,,,,,False
B00BEK71Q6,,,,,False
B00BEQP450,,,,,False
B00BG3ELWS,,,,,False
B00BHLGZJ6,,,,,False
B00BK50QYY,,,,,False
B00BMZ74PG,,,,,False
B00BNFOR1Y,,,,,False
B00BOTU4JI,,,,,False
B00BS2ECK8,,,,,False
B00BS3J7F2,,,,,False
B00BTN2DSY,,,,,False
B00BYK0OE2,,,,,False
B00C2YRAQE,,,,,False
B00C4BA44K,,,,,False
B00C5R83E6,,,,,False
B00C74WXEI,,,,,False
B00C7COF6O,,,,,False
B00CC3QZ8E,,,,,False
B00CC6X8HC,,,,,False
B00CCRTFSC,,,,,False
B00CCVVKMW,,,,,False
B00CD36FKQ,,,,,False
B00CFOJU3C,,,,,False
B00CGTWC0O,,,,,False
B00CK51JT4,,,,,False
B00CKHW04A,,,,,False
B00CKURM1I,,,,,False
B00CO7GIDU,,,,,False
B00CO7GIFI,,,,,False
B00CQYAW3I,,,,,False
B00CQYAWAG,,,,,False
B00CRFHJAA,,,,,False
B00CSEHXQU,,,,,False
B00CWFAQJQ,,,,,False
B00CX5V74I,,,,,False
B00CYKHQW4,,,,,False
B00D048R6W,,,,,False
B00D5YWZFQ,,,,,False
B00DA7MHUQ,,,,,False
B00DDXKA1U,,,,,False
B00DE50M2E,,,,,False
B00DG8ZYA4,,,,,False
B00DGVFUJG,,,,,False
B00DJB6KE2,,,,,False
B00DJJJJLK,,,,,False
B00DK7EGCI,,,,,False
B00DNPQSPK,,,,,False
B00DRL96CC,,,,,False
B00DSDPTTI,,,,,False
B00DW7VI7M,,,,,False
B00DY8HARG,,,,,False
B00DY8HASK,,,,,False
B00DY8HASU,,,,,False
B00E2QS6SG,,,,,False
B00E3DWAQM,,,,,False
B00E7XUGM8,,,,,False
B00E9MCRLA,,,,,False
B00EA45DUO,,,,,False
B00EB323E8,,,,,False
B00EB9Z902,,,,,False
B00EBEFDXA,,,,,False
B00EBRUB5C,,,,,False
B00EC197UC,,,,,False
B00EGJ334Q,,,,,False
B00EGMV24G,,,,,False
B00EH9HUNA,,,,,False
B00EHMG34E,,,,,False
B00EPZUSYY,,,,,False
B00ERKTG40,,,,,False
B00EUBGT7I,,,,,False
B00EYJ2LGY,,,,,False
B00F007WI8,,,,,False
B00F31FRKO,,,,,False
B00F5DF9QC,,,,,False
B00FA2B9S0,,,,,False
B00FBK17PQ,,,,,False
B00FDX59UA,,,,,False
B00FG2LWWM,,,,,False
B00FGFY86G,,,,,False
B00FGFYIS4,,,,,False
B00FIL334Q,,,,,False
B00FIWMEU4,,,,,False
B00FK1ZRXY,,,,,False
B00FKAD59I,,,,,False
B00FKERXXS,,,,,False
B00FNUND4W,,,,,False
B00FO60CH6,,,,,False
B00FUTYLR4,,,,,False
B00FVIXS5K,,,,,False
B00FXYLC96,,,,,False
B00G0ZMWOG,,,,,False
B00G2BL50K,,,,,False
B00G6N3IA4,,,,,False
B00G8BHJB8,,,,,False
B00GBIYX8A,,,,,False
B00GCMGWMA,,,,,False
B00GEEB15Y,,,,,False
B00GF6BVXI,,,,,False
B00GKKU0OK,,,,,False
B00GKKU12G,,,,,False
B00GL6FUMU,,,,,False
B00GLSBYYG,,,,,False
B00GO6VI50,,,,,False
B00GP0SB8W,,,,,False
B00GQZ653E,,,,,False
B00GRIKMXO,,,,,False
B00GSWF888,,,,,False
B00GT0NLZQ,,,,,False
B00GVZZQ2A,,,,,False
B00GW9H8XA,,,,,False
B00H0P5F0I,,,,,False
B00H0V069M,,,,,False
B00H3I2172,,,,,False
B00H3LM7UA,,,,,False
B00H5XAQOU,,,,,False
B00H91O5YA,,,,,False
B00H95FQRG,,,,,False
B00H9JGL08,,,,,False
B00HBIZ4UA,,,,,False
B00HCMZZQ8,,,,,False
B00HDSGUQ0,,,,,False
B00HDZOTM0,,,,,False
B00HFUAODQ,,,,,False
B00HFXK4W4,,,,,False
B00HFYQ346,,,,,False
B00HG15RHM,,,,,False
B00HGI16I4,,,,,False
B00HH1JVCI,,,,,False
B00HKMUFU6,,,,,False
B00HLX9Z3C,,,,,False
B00HMP4JEO,,,,,False
B00HNWEA9K,,,,,False
B00HOIH342,,,,,False
